size_bhk,total_sqft,bath,balcony,furnishing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,dist_to_metro_km,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,rent_price_inr_per_month,location_premium_index,availability_score,has_metro,has_2_wheeler_parking,has_4_wheeler_parking,area_type_Carpet Area,area_type_Super Built Up Area,property_type_Builder Floor,property_type_Independent House,facing_North,facing_North East,facing_South,facing_South East,facing_West,water_source_Borewell + Tanker,water_source_Cauvery,water_source_Cauvery + Borewell,water_source_Tanker,dietary_preference_Veg Only,zone_East,zone_North,zone_South,zone_West
1,506.0,2,3,2,0,13.1,0,1,0,1,1,1,1,4.0,2,77,1,1,19275.0,31,2,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2,1152.0,3,0,1,0,6.3,0,0,0,1,0,0,0,4.0,1,38,2,1,42608.0,31,2,1,1,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
3,1584.0,3,1,0,0,1.1,0,1,0,1,0,0,0,0.3,2,18,2,1,47274.0,21,2,1,1,0,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1,616.0,2,3,1,0,7.6,1,1,0,1,0,0,0,4.0,5,58,1,0,22953.0,31,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,733.0,1,2,1,0,2.1,0,0,0,1,1,0,0,15.0,4,15,2,0,7665.0,31,2,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,721.0,1,0,1,0,10.4,0,0,0,1,0,0,0,0.8,1,55,1,0,26357.0,31,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3,1761.0,3,1,1,0,5.3,0,0,1,1,0,1,0,0.4,3,31,2,1,67457.0,31,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,706.0,2,3,2,0,5.2,0,0,0,1,1,1,1,3.0,1,31,2,0,27857.0,21,2,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2,1332.0,2,3,1,0,5.5,0,1,0,1,1,0,0,1.2,9,35,2,1,53511.0,33,2,1,1,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4,2844.0,4,1,1,0,13.1,1,1,0,1,0,1,0,1.5,1,72,2,1,100257.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1232.0,2,2,1,0,1.4,0,1,0,1,0,0,1,0.8,5,18,2,0,51205.0,31,2,1,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2,1340.0,2,0,1,0,11.6,0,0,0,1,1,0,1,1.5,1,57,2,1,43760.0,31,2,1,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,794.0,1,3,0,0,12.9,1,1,0,1,0,0,0,1.5,3,79,2,0,26764.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4,3112.5,5,1,0,0,10.0,0,0,0,1,0,0,0,25.0,2,48,2,1,55312.0,21,2,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1,725.0,2,3,2,0,1.8,0,1,0,1,1,1,1,0.3,1,14,3,0,29284.0,21,2,1,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
3,1986.0,3,1,1,0,6.8,1,1,1,1,1,0,0,0.3,1,42,2,1,68015.0,21,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3,2223.0,4,2,2,0,9.5,1,1,0,1,0,1,1,15.0,3,45,2,1,33542.0,31,2,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
1,556.0,1,0,1,0,1.2,1,1,0,1,0,0,0,3.0,4,26,1,0,14767.0,31,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1066.0,3,3,2,0,8.3,1,1,0,1,1,1,1,1.2,9,47,1,1,57797.0,33,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2,1132.0,2,1,0,0,10.1,1,1,1,1,0,0,0,0.2,9,50,2,1,63308.0,33,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,1701.0,3,2,2,0,6.3,0,0,0,1,0,1,1,0.5,2,30,2,1,48569.0,31,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1218.0,2,2,1,0,11.6,0,1,0,1,0,0,0,25.0,3,55,1,1,20663.0,21,2,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1,616.0,1,0,0,0,3.1,0,1,0,1,0,0,0,0.3,5,25,1,0,16768.0,21,2,1,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1154.0,2,0,1,0,8.3,1,1,1,1,0,0,1,0.3,2,47,2,1,46282.0,21,2,1,1,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
2,1534.0,2,3,2,0,2.5,1,1,0,1,1,1,1,4.0,4,35,1,1,68777.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1198.0,3,2,1,0,0.7,0,0,0,1,0,0,0,15.0,3,8,3,1,16242.0,31,2,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2,1126.0,2,3,1,0,9.6,0,0,0,1,1,0,1,3.0,1,61,3,0,31557.0,31,2,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,685.0,2,3,1,0,0.7,0,1,0,1,0,0,0,0.4,1,14,1,0,24318.0,21,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2,1498.0,2,3,1,0,5.7,0,1,0,1,0,1,0,3.0,2,51,2,1,47159.0,31,2,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1557.0,3,3,1,0,14.6,1,0,0,1,1,0,1,25.0,3,66,2,1,25551.0,21,2,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2536.0,4,1,1,0,5.6,0,0,0,1,0,0,0,0.4,6,35,3,0,109417.0,33,2,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1508.0,2,3,1,0,13.7,0,0,0,1,1,0,0,10.0,3,69,3,1,33302.0,21,2,1,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,546.0,1,3,1,0,8.8,0,0,0,1,0,1,1,1.2,8,41,2,0,23952.0,33,2,1,1,0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,614.0,1,1,1,0,8.5,1,1,0,1,0,0,1,0.5,5,48,1,0,16200.0,31,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2,1396.0,2,2,1,0,14.7,0,1,1,1,1,0,0,15.0,1,71,2,1,15410.0,31,2,0,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
3,2349.0,3,1,0,0,8.6,1,0,0,1,0,0,0,0.3,1,47,1,1,78143.0,21,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3,1599.0,3,2,1,0,8.3,0,1,0,1,0,0,0,1.2,6,48,2,1,68832.0,33,2,1,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
4,3112.5,4,0,1,0,11.7,0,1,0,1,0,0,0,0.3,5,53,1,0,118212.0,21,2,1,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4,3112.5,4,3,0,0,10.8,0,1,0,1,0,0,0,1.0,5,61,2,0,120918.0,33,2,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,731.0,1,2,2,0,12.1,0,1,0,0,1,0,1,15.0,1,62,3,1,9936.0,31,2,0,0,0,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,611.0,1,0,1,0,14.1,1,0,0,1,0,0,1,1.5,3,62,2,0,19573.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2,1158.0,2,2,1,0,5.7,1,1,1,1,0,1,0,1.0,4,47,1,1,55359.0,33,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
4,3112.5,4,3,1,0,7.5,1,1,0,1,0,0,0,1.5,5,52,2,1,106763.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2,1042.0,3,0,2,0,12.5,1,1,0,1,0,1,1,2.5,10,61,1,1,62636.0,33,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1,595.0,1,2,1,0,14.8,1,1,0,1,1,0,0,0.4,3,70,1,0,27136.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2,1264.0,2,3,2,0,12.4,0,0,0,1,1,1,1,0.2,7,60,2,0,99295.0,33,2,1,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1458.0,3,1,0,0,10.9,1,0,1,1,0,0,0,0.4,9,54,2,1,70237.0,33,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3,2106.0,3,1,1,0,11.6,0,1,0,1,0,0,1,1.0,4,58,1,1,96694.0,33,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3,2271.0,3,1,0,0,13.6,1,1,1,1,0,0,0,2.5,5,59,2,1,94237.0,33,2,1,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,599.0,1,3,2,0,8.2,1,1,0,1,1,0,1,0.5,5,46,1,0,25476.0,21,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
4,2476.0,5,0,1,0,9.8,0,0,0,1,0,0,0,0.2,8,48,3,1,125645.625,33,2,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
2,1464.0,2,1,1,0,12.2,0,0,0,1,0,0,0,0.5,4,55,1,1,40451.0,31,2,1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2,1414.0,2,3,2,0,8.4,0,1,0,1,1,1,1,15.0,4,44,2,1,18646.0,31,2,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,731.0,1,3,1,0,14.8,0,1,0,1,1,0,0,1.5,3,74,1,0,21201.0,31,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2,1250.0,2,1,2,0,14.0,0,1,0,1,0,1,0,3.0,3,66,1,1,49937.0,21,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1322.0,2,3,1,0,2.8,0,0,0,1,0,0,0,0.3,4,24,3,1,50067.0,21,2,1,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
4,2196.0,4,1,0,0,14.2,1,1,1,1,0,0,0,0.2,7,70,2,1,125437.0,33,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,653.0,1,1,2,0,9.5,0,1,0,1,1,1,1,0.8,1,52,2,0,24837.0,31,2,1,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2,1170.0,3,1,1,0,11.2,1,1,0,1,0,0,0,0.5,4,49,2,1,57223.0,33,2,1,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3,1914.0,3,2,2,0,13.8,1,1,1,1,1,1,1,2.5,7,61,2,1,108281.0,33,2,1,1,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2,1180.0,2,1,0,0,2.8,1,1,0,1,0,0,0,1.0,4,41,2,1,50209.0,33,2,1,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1,571.0,2,0,0,0,9.6,0,1,0,1,0,0,0,20.0,3,54,2,0,7533.0,31,2,0,1,0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
3,1593.0,3,0,1,0,2.9,0,1,0,1,0,0,0,4.0,2,41,3,1,54005.0,31,2,1,0,0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
3,1869.0,3,2,0,0,10.3,0,0,1,1,0,0,0,0.5,1,53,1,1,43080.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
3,2055.0,3,0,1,0,3.0,0,1,0,1,0,0,0,25.0,5,22,2,1,33311.0,21,2,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,697.0,1,0,2,0,1.9,1,1,0,1,1,1,1,1.0,2,18,2,0,20984.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2,1310.0,2,2,1,0,9.3,0,0,1,1,0,1,0,1.5,4,44,1,1,37536.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,657.0,1,2,1,0,8.7,0,1,0,1,0,0,0,1.5,3,46,1,0,20497.0,31,2,1,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4,2640.0,4,3,1,0,7.6,0,0,0,1,0,1,0,0.5,2,42,1,1,100313.0,21,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2,1540.0,2,2,0,0,5.7,0,1,0,1,0,0,0,20.0,3,51,2,1,20453.0,31,2,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1548.0,3,1,1,0,4.8,0,1,0,1,0,0,0,1.5,1,35,1,1,53241.0,31,2,1,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3,1725.0,3,3,1,0,1.3,1,1,1,1,0,0,0,1.0,1,15,2,1,44942.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,722.0,1,3,1,0,1.4,0,1,0,1,0,0,0,0.3,4,11,1,0,21488.0,21,2,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4,2692.0,5,2,0,0,2.8,0,1,0,1,0,0,0,0.3,4,20,1,1,83897.0,21,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,615.0,1,0,0,0,0.8,1,0,0,1,0,0,0,0.5,7,12,2,0,26356.0,33,2,1,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1,602.0,1,1,1,0,8.6,1,0,0,1,0,0,0,0.3,3,47,2,0,17910.0,21,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
1,633.0,1,2,2,0,11.5,1,1,0,1,1,1,1,1.5,2,65,1,0,23931.0,31,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2,1234.0,2,2,0,0,14.8,1,1,0,1,0,0,0,2.5,7,73,1,1,54009.0,33,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
3,1881.0,4,0,2,0,3.6,0,1,0,1,1,1,1,4.0,3,30,2,1,81484.0,31,2,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2,1268.0,2,1,2,0,8.6,0,1,0,1,1,1,1,1.0,9,52,1,1,58800.0,33,2,1,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1038.0,2,3,1,0,0.9,0,0,0,1,1,0,0,3.0,3,21,1,0,35317.0,31,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
2,1500.0,2,0,1,0,8.9,1,0,0,1,0,0,0,3.0,2,45,2,1,47568.0,21,2,1,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
3,2124.0,3,3,0,0,7.8,1,1,0,1,0,0,0,1.5,3,46,1,1,55769.0,31,2,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3,2379.0,4,1,1,0,2.2,1,1,0,1,0,1,0,0.8,4,18,2,1,94425.0,31,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3,1662.0,4,3,1,0,4.0,0,0,0,1,1,0,0,0.3,3,27,2,0,67369.0,21,2,1,1,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2,1212.0,3,0,0,0,4.9,1,1,1,1,0,0,0,0.5,5,33,2,1,55277.0,33,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
4,3020.0,4,0,1,0,14.5,1,0,0,1,1,0,1,1.5,1,64,2,1,101077.0,31,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
2,1096.0,2,2,0,0,0.6,0,1,0,1,0,0,0,0.4,4,9,3,0,43596.0,33,2,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
3,2094.0,3,0,1,0,7.5,1,1,1,1,0,0,0,0.5,2,38,1,1,50102.0,31,2,1,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1,593.0,2,3,1,0,0.8,1,1,0,1,0,0,0,10.0,4,16,2,0,15866.0,21,2,1,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1570.0,2,0,2,0,3.3,1,0,0,1,1,1,1,2.5,9,28,2,1,86213.0,33,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2,1118.0,2,1,1,0,5.1,1,1,0,1,0,0,0,0.8,2,28,2,1,45605.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
2,1100.0,3,0,1,0,12.5,1,1,0,1,0,0,1,1.5,2,61,1,1,32253.0,31,2,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
1,691.0,1,1,2,0,9.2,1,0,0,1,1,1,1,0.5,7,47,1,0,40672.0,33,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,1402.0,3,2,1,0,5.4,1,0,1,1,0,0,1,2.5,7,33,2,1,64984.0,33,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1276.0,2,1,2,0,4.3,0,1,0,1,1,1,1,0.5,3,28,3,0,41709.0,31,2,1,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3,2055.0,3,2,1,0,4.1,0,0,1,1,1,0,0,0.4,3,28,2,1,82538.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
2,1072.0,3,3,0,0,8.7,1,1,0,1,0,0,0,0.2,8,42,2,1,56312.0,33,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,723.0,1,0,1,0,3.5,0,1,0,1,0,0,1,20.0,4,42,1,0,10890.0,31,2,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
2,1246.0,3,2,0,0,3.4,0,0,0,1,0,0,0,0.5,4,27,1,0,28071.0,31,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2,1416.0,3,3,2,0,3.6,0,1,0,1,1,1,1,1.0,7,27,1,1,76868.0,33,2,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,639.0,2,3,1,0,12.6,0,1,0,1,0,0,0,10.0,5,65,2,0,13646.0,21,2,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
2,1296.0,2,3,0,0,8.8,0,0,1,1,0,0,0,0.5,4,45,2,1,29859.0,31,2,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1,630.0,1,2,1,0,5.8,0,0,0,1,0,0,1,3.0,4,31,1,0,19429.0,21,2,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
4,2924.0,5,1,0,0,13.1,0,1,0,1,0,0,0,0.4,2,66,1,0,93289.0,21,2,1,0,0,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
3,1800.0,3,0,2,0,12.9,1,1,1,1,1,1,1,0.5,6,60,1,1,125645.625,33,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,579.0,1,1,1,0,2.5,1,1,0,1,0,0,0,0.8,4,19,2,0,19162.0,31,2,1,1,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2,1412.0,2,3,1,0,9.2,0,1,0,1,0,0,1,0.3,1,46,2,1,41817.0,21,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2,1322.0,2,0,1,0,4.2,0,1,0,1,0,0,0,4.0,4,38,2,1,43466.0,31,2,1,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
4,2204.0,5,0,2,0,5.6,0,1,0,1,1,1,1,0.5,1,30,2,0,105636.0,21,2,1,1,0,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
1,760.0,2,2,1,0,6.8,0,1,0,1,0,0,0,0.5,4,40,1,0,18697.0,31,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2,1156.0,2,3,1,0,1.1,0,1,0,1,0,0,0,25.0,1,9,1,0,18489.0,21,2,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2,1214.0,3,0,1,0,12.8,0,0,0,1,0,0,1,25.0,3,60,2,1,22323.0,21,2,0,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
3,2298.0,3,1,1,0,8.5,1,1,0,1,1,0,1,3.0,2,51,1,1,62969.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1422.0,2,3,1,0,6.5,0,0,0,1,1,0,0,0.3,2,31,2,1,45713.0,21,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3,2253.0,3,3,2,0,12.0,0,1,1,1,1,1,0,1.5,1,53,1,1,84104.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,526.0,2,1,2,0,9.4,0,1,0,0,1,0,1,15.0,1,45,1,0,7109.0,31,2,0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
2,1538.0,3,2,2,0,14.3,0,1,0,1,1,1,1,25.0,3,66,2,1,36541.0,21,2,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3,1821.0,4,1,1,0,10.9,1,1,0,1,0,0,0,4.0,2,66,2,1,59366.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3,1962.0,3,1,0,0,3.2,1,0,1,1,0,0,0,0.3,4,24,2,1,55805.0,21,2,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,667.0,1,3,1,0,2.6,0,1,0,1,0,1,0,1.0,3,17,1,1,20157.0,31,2,1,0,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3,2052.0,3,2,1,0,11.7,1,1,1,1,0,0,0,2.5,7,51,2,1,109122.0,33,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
4,2932.0,5,2,2,0,4.3,0,1,1,1,1,1,1,0.3,4,32,1,1,110104.0,21,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2,1542.0,3,1,0,0,7.8,0,0,0,1,0,0,0,10.0,1,46,2,1,38003.0,21,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
2,1564.0,3,0,1,0,3.0,1,1,0,1,0,0,1,25.0,3,21,2,1,28146.0,21,2,0,1,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
2,1294.0,2,0,0,0,2.1,1,0,0,1,0,0,0,0.8,2,20,2,1,41085.0,31,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1284.0,2,2,2,0,5.5,1,1,0,1,1,1,1,1.0,5,48,1,1,58297.0,33,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3,2163.0,4,3,1,0,5.2,0,0,0,1,1,0,0,1.5,4,41,1,1,83141.0,31,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2,1016.0,2,2,2,0,14.9,1,1,0,1,1,1,1,0.5,8,69,1,1,60178.0,33,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2,1434.0,3,0,2,0,7.7,0,1,0,1,1,1,1,0.5,1,39,2,1,56806.0,21,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
1,570.0,1,0,1,0,12.7,1,1,0,1,0,1,0,0.4,6,63,1,0,25861.0,33,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,1564.0,2,0,2,0,7.3,1,1,1,1,1,1,1,0.3,1,39,2,1,57167.0,21,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3,1878.0,4,1,1,0,0.6,0,1,0,1,0,0,0,0.3,4,15,2,0,67590.0,21,2,1,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2,1540.0,3,1,2,0,9.1,1,1,0,1,1,1,1,3.0,4,54,1,1,50433.0,31,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1040.0,3,1,0,0,10.0,0,0,0,1,0,0,0,3.0,1,53,3,0,25587.0,31,2,1,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
3,2064.0,3,3,1,0,6.8,0,1,0,0,0,1,0,15.0,3,36,1,1,24807.0,31,2,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2,1208.0,2,2,1,0,14.5,0,1,0,1,0,0,0,1.0,4,67,1,1,31828.0,31,2,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1392.0,3,1,1,0,8.7,0,1,0,1,0,0,0,0.5,1,40,1,1,57294.0,21,2,1,0,0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
3,2313.0,3,3,0,0,4.1,0,1,1,0,0,0,0,25.0,4,25,1,1,35142.0,21,2,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
2,1388.0,2,1,1,0,13.1,0,1,0,1,0,0,1,25.0,4,60,2,1,24971.0,21,2,0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
4,3112.5,4,1,1,0,5.4,1,1,0,1,0,0,0,3.0,1,38,1,1,82312.0,31,2,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4,2492.0,5,2,1,0,4.5,0,0,0,1,0,0,0,15.0,5,29,3,1,28106.0,31,2,0,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
