size_bhk,total_sqft,bath,balcony,furnishing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,dist_to_metro_km,legal_security_deposit,market_security_deposit,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,rent_price_inr_per_month,location_premium_index,availability_score,has_metro,has_2_wheeler_parking,has_4_wheeler_parking,area_type_Carpet Area,area_type_Super Built Up Area,property_type_Builder Floor,property_type_Independent House,facing_North,facing_North East,facing_South,facing_South East,facing_West,water_source_Borewell + Tanker,water_source_Cauvery,water_source_Cauvery + Borewell,water_source_Tanker,dietary_preference_Veg Only,zone_East,zone_North,zone_South,zone_West
3,1920.0,3,0,1,0,1.0,0,1,0,1,0,0,0,3.0,100430,351505,2,22,3,0,50215.0,31,2,1,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
2,1084.0,2,0,0,0,6.5,0,1,0,1,0,0,0,0.4,91312,410904,10,32,2,0,45656.0,33,2,1,1,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2,1124.0,2,1,2,0,10.6,0,0,0,1,1,1,1,0.5,97622,439299,1,56,3,0,48811.0,21,2,1,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2,1080.0,2,3,0,0,9.0,0,1,0,1,0,0,0,0.3,72314,180785,1,45,1,0,36157.0,21,2,1,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3,1635.0,4,0,2,0,5.8,1,1,0,1,1,1,1,0.3,123314,369942,5,34,2,1,61657.0,21,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2,1080.0,3,3,1,0,4.6,0,0,0,1,1,0,0,0.5,89736,314076,3,23,1,0,44868.0,21,2,1,0,0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
3,1782.0,3,3,1,0,7.6,0,0,0,1,0,0,0,20.0,52250,235125,3,42,3,1,26125.0,31,2,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
4,2732.0,4,2,1,0,5.5,0,1,0,1,0,0,0,0.4,237220,830270,4,37,2,0,118610.0,21,2,1,1,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2,1088.0,2,3,1,0,13.0,0,1,0,1,1,0,0,1.0,65522,262088,3,67,2,0,32761.0,31,2,1,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3,1899.0,4,3,0,0,10.2,0,1,0,1,0,0,0,3.0,90274,361096,1,46,2,0,45137.0,21,2,1,1,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
3,1686.0,3,1,0,0,3.3,1,1,0,1,0,0,0,0.4,113138,395983,5,27,2,1,56569.0,21,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2,1118.0,3,0,0,0,11.6,1,1,0,1,0,0,0,0.3,71784,179460,2,59,1,1,35892.0,21,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1368.0,2,0,1,0,4.9,1,1,1,1,0,1,0,1.0,131098,393294,5,48,2,1,65549.0,33,2,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2,1480.0,2,3,0,0,6.1,0,1,0,1,0,0,0,15.0,31672,142524,1,34,2,0,15836.0,31,2,0,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,613.0,1,3,1,0,11.9,0,1,0,1,0,1,0,3.0,32098,112343,4,75,3,1,16049.0,31,2,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False
3,2160.0,3,0,0,0,7.2,1,1,1,1,0,0,0,0.5,199378,697823,7,36,2,1,99689.0,33,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2,1146.0,2,0,0,0,0.8,0,1,0,1,0,0,0,1.2,105724,317172,9,12,1,1,52862.0,33,2,1,0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2,1308.0,2,3,2,0,7.1,0,1,0,1,1,1,1,10.0,65366,228781,1,35,2,1,32683.0,21,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
2,1334.0,2,2,1,0,1.4,0,1,0,1,1,0,0,10.0,57744,259848,4,13,1,0,28872.0,21,2,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2168.0,4,1,1,0,9.2,1,1,0,1,0,0,0,0.8,140254,561016,2,43,1,1,70127.0,31,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
4,2732.0,4,1,1,0,12.7,0,1,0,1,0,0,0,0.8,185364,648774,1,64,1,0,92682.0,31,2,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,548.0,1,0,1,0,8.9,1,1,0,1,0,0,0,0.2,70016,210048,9,45,2,0,35008.0,33,2,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1929.0,3,0,2,0,2.5,0,1,0,1,1,1,1,10.0,125932,629660,2,18,1,1,62966.0,21,2,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
4,3092.0,4,2,1,0,10.2,1,1,0,1,1,0,0,1.0,170914,854570,1,52,2,1,85457.0,31,2,1,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2,1482.0,2,3,1,0,2.4,1,1,1,1,0,0,0,2.5,162528,812640,5,15,1,1,81264.0,33,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1,744.0,1,1,0,0,6.0,1,1,0,1,0,0,0,1.0,43484,152194,2,39,2,0,21742.0,31,2,1,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1,646.0,1,2,2,0,10.7,0,0,0,1,1,1,1,1.5,42108,168432,2,48,1,0,21054.0,31,2,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2,1388.0,2,1,2,0,13.8,1,1,0,1,1,1,1,3.0,86558,302953,2,69,1,1,43279.0,31,2,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
3,1749.0,3,3,2,0,14.3,1,1,0,1,1,1,1,10.0,89256,357024,4,67,2,1,44628.0,21,2,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1450.0,2,3,2,0,6.6,0,1,1,1,1,0,1,3.0,97630,292890,5,37,2,1,48815.0,21,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,2187.0,3,3,1,0,1.6,0,1,0,1,0,0,0,3.0,148420,519470,2,20,1,1,74210.0,21,2,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3,1947.0,3,3,2,0,2.2,0,1,0,1,1,1,1,0.2,324200,1621000,6,21,2,0,125645.625,33,2,1,1,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,731.0,1,1,1,0,11.6,1,1,0,1,0,0,1,0.2,105030,420120,7,58,1,0,52515.0,33,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,766.0,1,0,2,0,7.8,0,0,0,1,1,1,1,3.0,61380,276210,3,49,1,1,30690.0,31,2,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2,1462.0,2,3,0,0,6.0,0,1,0,1,0,0,0,0.4,100150,400600,2,34,3,1,50075.0,31,2,1,0,0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
2,1378.0,2,2,0,0,13.1,0,1,0,1,0,0,0,0.5,138510,346275,10,66,1,1,69255.0,33,2,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2,1112.0,2,0,2,0,5.4,1,1,0,1,0,1,1,1.5,94140,470700,5,37,2,1,47070.0,31,2,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2,1222.0,2,3,0,0,7.0,1,0,1,1,0,0,0,0.5,64834,162085,3,40,2,1,32417.0,31,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,736.0,1,0,1,0,14.7,0,1,0,1,0,0,0,2.5,75338,301352,7,71,2,0,37669.0,33,2,1,1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3,2298.0,4,1,2,0,6.6,0,0,0,1,1,1,1,25.0,90028,270084,3,38,1,1,45014.0,21,2,0,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1520.0,3,1,0,0,10.4,0,1,0,1,0,0,0,0.5,97132,291396,1,54,2,1,48566.0,21,2,1,1,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
1,763.0,1,1,1,0,13.2,1,1,0,1,0,0,0,0.5,82478,247434,5,62,2,0,41239.0,33,2,1,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3,1509.0,3,3,0,0,12.0,0,1,0,1,0,0,0,1.0,81744,286104,4,60,2,0,40872.0,31,2,1,1,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3,2238.0,3,3,0,0,2.6,0,1,0,1,0,0,0,0.2,289220,867660,10,19,1,0,125645.625,33,2,1,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3,2241.0,3,3,2,0,10.8,0,0,0,1,1,1,1,0.3,185614,649649,3,54,2,1,92807.0,21,2,1,1,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3,2079.0,3,1,0,0,14.8,0,1,0,1,0,0,0,20.0,49690,149070,2,81,3,1,24845.0,31,2,0,0,0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
3,2388.0,4,2,0,0,4.0,0,1,0,1,0,0,0,0.2,266370,665925,9,21,1,1,125645.625,33,2,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3,1647.0,4,3,0,0,7.3,1,0,1,1,0,0,0,2.5,157714,473142,10,39,2,1,78857.0,33,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1210.0,2,0,1,0,10.3,0,0,1,1,0,1,1,4.0,85174,255522,3,58,1,1,42587.0,31,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False
1,708.0,1,1,1,0,10.3,1,1,0,1,0,0,1,0.4,68848,344240,9,48,1,0,34424.0,33,2,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,2079.0,3,2,1,0,14.8,0,1,0,1,1,0,0,4.0,145732,437196,2,79,2,1,72866.0,31,2,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,1806.0,3,0,1,0,12.4,0,1,0,1,0,0,0,0.4,182718,456795,10,54,1,0,91359.0,33,2,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3,1575.0,3,1,1,0,14.8,0,1,0,0,1,0,0,20.0,41662,145817,2,89,2,1,20831.0,31,2,0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,1893.0,3,0,2,0,14.0,0,0,0,1,1,1,0,1.0,143428,501998,4,70,2,1,71714.0,31,2,1,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2,1126.0,2,1,1,0,10.5,0,1,0,1,0,0,1,0.3,71924,215772,4,48,3,1,35962.0,21,2,1,0,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
3,1830.0,3,1,1,0,2.8,1,0,0,1,0,0,1,0.3,134392,604764,5,22,2,1,67196.0,21,2,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1198.0,2,3,2,0,9.0,1,1,1,1,1,1,0,0.5,148562,519967,8,46,1,1,74281.0,33,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2,1444.0,2,3,2,0,11.7,0,1,0,1,1,1,1,1.5,95950,431775,1,52,2,1,47975.0,31,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
1,571.0,1,2,1,0,11.7,0,1,0,1,0,0,0,25.0,22822,114110,3,51,3,0,11411.0,21,2,0,0,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
2,1502.0,2,3,0,0,1.4,1,0,1,1,0,0,0,1.0,81964,204910,1,18,2,1,40982.0,31,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2,1022.0,2,2,1,0,0.8,0,1,0,1,0,0,0,0.8,69376,277504,2,10,2,1,34688.0,31,2,1,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,793.0,1,1,1,0,6.2,0,1,0,1,0,0,0,3.0,44390,177560,3,39,3,1,22195.0,21,2,1,0,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
2,1504.0,2,2,1,0,10.2,0,1,0,1,1,0,0,10.0,68072,306324,2,49,1,1,34036.0,21,2,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
4,2720.0,4,3,2,0,7.4,0,0,0,1,1,1,1,3.0,183890,643615,4,55,2,0,91945.0,31,2,1,1,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
2,1574.0,3,2,1,0,14.9,0,0,0,0,0,0,0,15.0,34284,102852,3,64,3,0,17142.0,31,2,0,0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2,1286.0,3,1,1,0,9.6,0,0,0,1,1,0,0,2.5,113224,452896,9,53,1,0,56612.0,33,2,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
4,2224.0,4,1,1,0,2.5,0,1,0,1,1,0,0,0.3,167466,837330,1,22,3,1,83733.0,21,2,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1338.0,3,0,1,0,13.6,0,1,1,1,1,1,0,1.5,73554,183885,4,69,2,1,36777.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2,1196.0,2,2,0,0,3.9,0,0,0,1,0,0,0,1.5,62046,217161,5,21,1,1,31023.0,31,2,1,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3,1836.0,3,0,0,0,12.8,1,1,1,1,0,0,0,1.5,101526,406104,2,71,2,1,50763.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1893.0,3,1,1,0,0.8,1,1,1,1,0,0,0,0.8,130556,522224,2,11,2,1,65278.0,31,2,1,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2,1032.0,2,1,1,0,11.8,0,1,0,1,1,1,1,2.5,93868,234670,6,60,3,0,46934.0,33,2,1,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,574.0,1,1,2,0,3.2,0,1,0,1,1,1,1,15.0,15776,55216,4,26,1,0,7888.0,31,2,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3,1896.0,4,0,1,0,10.0,0,0,0,1,0,1,0,0.5,191048,477620,9,47,3,1,95524.0,33,2,1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,799.0,2,3,1,0,1.7,0,1,0,1,0,0,0,3.0,51302,230859,5,11,2,0,25651.0,21,2,1,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1252.0,2,0,1,0,12.8,1,1,1,1,0,0,0,1.0,114216,342648,6,80,1,1,57108.0,33,2,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2,1010.0,2,1,1,0,13.3,0,1,0,1,0,0,0,0.5,53516,214064,3,60,3,1,26758.0,31,2,1,0,0,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False
3,1917.0,4,1,1,0,1.6,0,1,0,1,0,0,0,15.0,40366,141281,1,14,3,0,20183.0,31,2,0,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2,1060.0,3,2,1,0,2.3,1,1,1,1,0,0,0,0.5,79806,199515,5,24,2,1,39903.0,21,2,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
3,1632.0,3,3,1,0,10.6,0,1,0,1,0,0,0,25.0,53622,214488,3,48,1,1,26811.0,21,2,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1028.0,2,2,0,0,4.3,0,1,0,1,0,0,0,0.3,68124,238434,5,32,2,1,34062.0,21,2,1,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,702.0,1,3,1,0,12.8,1,0,0,1,1,0,0,1.5,43728,131184,2,59,2,0,21864.0,31,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
4,2900.0,4,0,1,0,14.4,0,1,0,1,0,0,0,10.0,131266,525064,4,66,2,1,65633.0,21,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2,1222.0,3,0,1,0,3.5,1,1,0,1,0,0,0,3.0,67070,234745,4,25,2,1,33535.0,21,2,1,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2,1578.0,2,3,1,0,8.9,1,1,0,1,0,0,0,10.0,85646,428230,3,42,1,1,42823.0,21,2,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,1494.0,2,3,0,0,8.4,1,1,0,1,0,0,0,3.0,89760,314160,1,48,1,1,44880.0,31,2,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,544.0,1,3,2,0,7.4,0,0,0,1,1,1,1,0.4,51904,155712,5,38,3,1,25952.0,21,2,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,642.0,1,3,1,0,13.0,0,0,0,1,0,0,0,1.5,42744,106860,4,58,2,0,21372.0,31,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
4,2748.0,4,3,1,0,8.2,1,1,0,1,0,1,0,1.0,139490,418470,4,39,1,1,69745.0,31,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1,752.0,1,1,2,0,8.9,0,0,0,1,1,1,1,1.5,51796,129490,3,40,2,0,25898.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,682.0,1,2,1,0,7.5,0,0,0,1,0,0,0,3.0,37898,113694,2,48,1,0,18949.0,31,2,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,639.0,2,1,0,0,13.6,0,0,0,1,0,0,0,1.5,35446,88615,2,67,3,0,17723.0,31,2,1,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2,1584.0,2,2,1,0,13.5,0,1,0,1,0,0,0,0.3,99884,449478,1,66,3,1,49942.0,21,2,1,0,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,1312.0,2,3,1,0,7.9,0,1,0,1,0,1,1,25.0,46270,208215,4,37,1,1,23135.0,21,2,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2,1488.0,2,0,1,0,13.3,1,1,0,1,0,1,0,3.0,89228,267684,5,61,1,1,44614.0,21,2,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1314.0,2,0,1,0,10.6,0,1,0,1,1,1,0,0.5,99798,399192,2,50,2,0,49899.0,21,2,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,763.0,1,0,0,0,3.3,0,1,0,1,0,0,0,1.2,57798,202293,6,26,3,0,28899.0,33,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2,1332.0,2,0,1,0,8.9,0,1,0,1,0,0,0,0.2,191128,764512,9,42,1,0,95564.0,33,2,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2864.0,4,1,1,0,11.9,1,0,1,1,0,0,0,3.0,154060,770300,2,66,1,1,77030.0,31,2,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1180.0,2,1,2,0,4.2,1,1,1,1,1,1,1,0.5,156058,546203,8,21,2,1,78029.0,33,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,1574.0,3,1,1,0,14.8,0,0,1,1,0,0,0,4.0,100634,402536,5,88,2,1,50317.0,31,2,1,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2,1432.0,3,1,2,0,2.5,1,0,0,1,1,0,1,0.5,115712,404992,3,23,2,1,57856.0,21,2,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
2,1386.0,2,3,1,0,1.2,1,1,0,1,0,1,1,20.0,38082,95205,5,22,2,1,19041.0,31,2,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
2,1458.0,3,3,1,0,4.3,0,0,1,1,0,0,0,0.4,119528,597640,3,32,1,1,59764.0,21,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3,2166.0,3,2,2,0,5.5,0,1,0,1,1,1,1,20.0,83488,333952,4,33,1,1,41744.0,31,2,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1170.0,2,3,2,0,6.7,0,0,0,1,1,1,1,0.4,150244,751220,7,33,2,1,75122.0,33,2,1,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1586.0,3,3,0,0,11.7,0,1,0,1,0,0,0,0.4,97282,437769,1,53,2,1,48641.0,21,2,1,1,0,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3,2271.0,3,1,1,0,10.4,1,1,1,1,0,0,0,0.5,267176,1202292,6,49,2,1,125645.625,33,2,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2,1106.0,2,1,1,0,13.1,1,1,0,1,1,1,1,0.4,101086,303258,6,64,2,1,50543.0,33,2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
2,1400.0,2,2,2,0,4.0,1,1,1,1,1,1,1,0.2,192958,675353,9,25,2,1,96479.0,33,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3,1542.0,3,1,1,0,3.4,1,0,1,1,0,0,0,1.0,95912,383648,3,19,1,1,47956.0,31,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,529.0,1,0,0,0,11.3,1,0,0,1,0,0,0,0.4,36082,126287,2,54,2,0,18041.0,31,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2,1350.0,2,1,1,0,1.5,0,0,0,1,0,0,1,3.0,85338,384021,1,14,2,1,42669.0,21,2,1,1,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
2,1408.0,2,0,2,0,6.7,0,0,0,1,1,0,1,0.4,129002,645010,4,32,2,1,64501.0,21,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3,2130.0,3,3,1,0,10.9,0,1,1,1,0,0,0,1.0,106880,320640,3,51,1,1,53440.0,31,2,1,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2,1292.0,2,2,1,0,1.0,1,1,1,1,0,0,0,0.8,84854,254562,4,16,2,1,42427.0,31,2,1,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3,1887.0,3,2,2,0,11.9,1,1,0,0,1,1,1,25.0,91296,228240,2,59,1,1,45648.0,21,2,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
3,2124.0,3,3,0,0,5.9,1,1,0,1,0,0,0,3.0,109092,490914,5,41,2,1,54546.0,31,2,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
4,3076.0,4,2,1,0,13.8,0,1,0,1,0,0,1,0.4,237296,593240,1,68,2,1,118648.0,31,2,1,1,0,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False
3,1773.0,4,1,1,0,3.2,1,1,0,1,0,0,0,0.3,146962,440886,4,19,1,1,73481.0,21,2,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3,2382.0,3,1,1,0,11.0,0,1,0,1,0,0,0,20.0,71818,251363,3,56,1,0,35909.0,31,2,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4,2656.0,5,1,0,0,9.4,1,1,1,1,0,0,0,2.5,262898,1051592,6,46,2,1,125645.625,33,2,1,1,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2,1312.0,2,2,2,0,14.1,1,0,0,1,1,1,0,3.0,101510,253775,1,62,1,1,50755.0,21,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4,2776.0,4,0,2,0,13.9,0,1,0,1,1,1,1,10.0,158772,793860,5,62,3,0,79386.0,21,2,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3,2373.0,3,1,1,0,2.4,0,1,1,0,0,0,1,15.0,59820,179460,4,16,2,1,29910.0,31,2,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,737.0,1,2,1,0,3.2,0,1,0,1,1,0,0,0.5,77428,387140,6,17,2,0,38714.0,33,2,1,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3,1566.0,4,0,0,0,4.3,0,0,0,1,0,0,0,0.5,142060,497210,7,28,3,1,71030.0,33,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
4,3112.5,4,3,1,0,7.9,0,1,0,1,1,0,0,0.4,229436,1032462,5,44,2,1,114718.0,21,2,1,1,0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2,1052.0,2,1,0,0,6.0,0,0,0,1,0,0,0,1.2,95434,238585,8,33,2,1,47717.0,33,2,1,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1016.0,3,0,1,0,11.4,0,1,0,1,1,0,0,0.5,107690,430760,9,54,2,0,53845.0,33,2,1,1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1094.0,2,3,2,0,11.5,0,1,0,1,1,1,1,0.5,98436,492180,5,57,3,1,49218.0,21,2,1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
3,2064.0,3,1,0,0,6.8,0,1,1,1,0,0,0,25.0,73762,368810,1,40,2,1,36881.0,21,2,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2,1418.0,2,0,1,0,5.7,1,1,1,1,0,0,0,3.0,89542,313397,2,30,1,1,44771.0,21,2,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
