listing_id,area_type,availability,location,zone,market_status,property_type,size_bhk,society,total_sqft,bath,balcony,furnishing,facing,building_age,distance_to_major_office_km,gym_nearby,park_nearby,swimming_pool,food_delivery,has_ac,has_refrigerator,has_washing_machine,water_source,nearest_metro_station,dist_to_metro_km,legal_security_deposit,market_security_deposit,nearby_hospitals,commute_time_peak_mins,two_wheeler_parking,four_wheeler_parking,pets_allowed,dietary_preference,rent_price_inr_per_month
BLR-XPND-1947,Built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,2,Mantri,1192,2,3,Fully Furnished,North-East,1-5 years,8.6,0,0,0,1,1,1,1,Tanker,None,25.0,50884,152652,4,46,2,1,1,Any,25442
BLR-XPND-1948,Built-up Area,Ready To Move,Indiranagar,Central,Hot,Builder Floor,2,Prestige,1252,3,1,Fully Furnished,North-East,1-5 years,2.7,0,1,0,1,1,1,1,Borewell + Tanker,Indiranagar,0.5,167524,586334,4,17,2,0,0,Any,83762
BLR-XPND-1949,Built-up Area,15-Feb,Anekal,South,Cold,Builder Floor,4,Sobha,2952,4,1,Semi-Furnished,South-East,1-5 years,3.5,0,0,0,1,0,0,0,Cauvery,None,15.0,72406,325827,1,28,2,1,0,Any,36203
BLR-XPND-1950,Carpet Area,28-Mar,Koramangala,South,Hot,Apartment,2,Prestige,1552,2,2,Semi-Furnished,South-East,1-5 years,12.6,1,1,1,1,0,0,0,Borewell,BTM Layout,2.5,165524,662096,6,55,2,1,1,Any,82762
BLR-XPND-1951,Carpet Area,Ready To Move,Hoskote,East,Cold,Builder Floor,4,Brigade,3144,4,3,Fully Furnished,North-East,0-1 years,4.1,0,1,0,1,1,1,0,Tanker,None,20.0,122846,491384,3,26,2,1,1,Any,61423
BLR-XPND-1952,Carpet Area,Ready To Move,Bannerghatta Road,South,Normal,Independent House,1,Sobha,648,1,0,Semi-Furnished,East,0-1 years,5.1,0,0,0,1,0,1,0,Cauvery + Borewell,Gottigere,1.5,44434,133302,5,31,1,0,0,Veg Only,22217
BLR-XPND-1953,Built-up Area,Ready To Move,HSR Layout,South,Hot,Apartment,2,Brigade,1358,3,3,Semi-Furnished,North,1-5 years,3.5,1,0,0,1,0,0,0,Cauvery + Borewell,Bommanahalli,1.2,122360,367080,5,19,1,1,1,Any,61180
BLR-XPND-1954,Super built-up Area,11-Apr,Electronic City,South,Normal,Apartment,3,Standalone,1938,3,0,Semi-Furnished,North-East,10+ years,5.2,0,1,0,1,0,1,0,Cauvery + Borewell,Electronic City,0.5,96484,482420,4,34,1,1,1,Any,48242
BLR-XPND-1955,Carpet Area,28-Feb,Vijayanagar,West,Normal,Builder Floor,3,Prestige,2046,4,1,Semi-Furnished,North,5-10 years,12.0,0,1,0,1,0,0,0,Cauvery,Vijayanagar,0.3,129080,645400,5,61,1,1,0,Any,64540
BLR-XPND-1956,Super built-up Area,Ready To Move,Marathahalli,East,Normal,Apartment,3,Unknown,2193,4,3,Semi-Furnished,West,0-1 years,5.1,0,1,0,1,0,0,1,Borewell,Kundalahalli,1.5,162746,406865,3,39,1,1,1,Any,81373
BLR-XPND-1957,Super built-up Area,Ready To Move,Ulsoor,Central,Hot,Apartment,2,Unknown,1182,3,0,Semi-Furnished,South,0-1 years,0.8,1,0,1,1,0,0,0,Borewell + Tanker,Ulsoor,0.4,120468,421638,9,15,1,1,1,Veg Only,60234
BLR-XPND-1958,Super built-up Area,05-Mar,Ulsoor,Central,Hot,Builder Floor,2,Unknown,1390,3,3,Semi-Furnished,East,10+ years,12.8,0,1,0,1,0,0,1,Tanker,Ulsoor,0.4,126484,505936,6,64,3,0,1,Veg Only,63242
BLR-XPND-1959,Super built-up Area,22-Feb,Hoskote,East,Cold,Apartment,2,Sobha,1042,2,0,Semi-Furnished,North-East,5-10 years,4.5,0,1,1,1,0,0,0,Tanker,None,20.0,27074,108296,5,38,1,1,1,Any,13537
BLR-XPND-1960,Carpet Area,04-May,Banaswadi,East,Normal,Builder Floor,1,Standalone,706,2,3,Unfurnished,East,1-5 years,7.4,0,1,0,1,0,0,0,Tanker,Baiyappanahalli,3.0,39708,99270,1,47,2,1,0,Veg Only,19854
BLR-XPND-1961,Super built-up Area,Ready To Move,Banaswadi,East,Normal,Independent House,3,Brigade,1800,4,0,Fully Furnished,North-East,5-10 years,2.4,0,0,0,1,1,1,1,Tanker,Baiyappanahalli,3.0,120028,480112,4,32,1,0,0,Any,60014
BLR-XPND-1962,Super built-up Area,17-Mar,Malleshwaram,West,Normal,Apartment,4,Sobha,2280,4,0,Semi-Furnished,North-East,10+ years,6.2,1,1,0,1,0,1,0,Borewell,Mantri Square,0.5,165796,580286,1,32,2,1,1,Veg Only,82898
BLR-XPND-1963,Super built-up Area,Ready To Move,Rajajinagar,West,Normal,Apartment,3,Mantri,1632,3,3,Semi-Furnished,North,0-1 years,5.8,0,1,0,1,1,0,0,Cauvery,Rajajinagar,0.4,135648,678240,2,28,2,1,1,Any,67824
BLR-XPND-1964,Carpet Area,Ready To Move,Hebbal,North,Normal,Builder Floor,2,Sobha,1374,3,0,Fully Furnished,North,0-1 years,13.8,0,1,0,1,1,0,1,Tanker,Hebbal,0.3,134070,670350,3,67,2,1,0,Any,67035
BLR-XPND-1965,Built-up Area,Ready To Move,Koramangala,South,Hot,Builder Floor,2,Mantri,1570,2,2,Semi-Furnished,North,0-1 years,9.6,0,1,0,1,0,0,0,Cauvery + Borewell,BTM Layout,2.5,180090,630315,6,51,1,1,1,Any,90045
BLR-XPND-1966,Super built-up Area,Ready To Move,JP Nagar,South,Normal,Apartment,3,Sobha,2067,4,3,Semi-Furnished,West,0-1 years,0.7,1,1,0,1,0,0,0,Cauvery,JP Nagar,0.8,167924,671696,4,14,1,1,1,Any,83962
BLR-XPND-1967,Carpet Area,Ready To Move,Jayanagar,South,Normal,Apartment,2,Mantri,1064,2,2,Unfurnished,North,0-1 years,7.7,1,1,0,1,0,0,0,Cauvery,Jayanagar,0.4,88690,310415,4,36,2,1,1,Veg Only,44345
BLR-XPND-1968,Super built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,1,Standalone,566,2,2,Semi-Furnished,West,5-10 years,9.0,1,1,0,1,0,0,0,Tanker,None,25.0,17974,89870,4,46,2,0,1,Any,8987
BLR-XPND-1969,Super built-up Area,30-Mar,Rajajinagar,West,Normal,Apartment,2,Sobha,1544,2,2,Semi-Furnished,West,0-1 years,8.4,1,1,1,1,0,0,0,Cauvery + Borewell,Rajajinagar,0.4,132870,332175,4,38,2,1,1,Any,66435
BLR-XPND-1970,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Apartment,2,Mantri,1484,2,0,Unfurnished,South-East,0-1 years,4.0,1,1,1,1,0,0,0,Tanker,Ulsoor,0.4,145172,653274,7,24,1,1,1,Any,72586
BLR-XPND-1971,Super built-up Area,Ready To Move,Jayanagar,South,Normal,Apartment,3,Sobha,1704,4,3,Fully Furnished,South,5-10 years,2.9,1,1,1,1,1,1,1,Borewell,Jayanagar,0.4,156954,784770,3,23,1,1,1,Any,78477
BLR-XPND-1972,Carpet Area,Ready To Move,Vijayanagar,West,Normal,Apartment,3,Prestige,1716,4,1,Unfurnished,South-East,0-1 years,4.5,1,1,0,1,0,0,0,Borewell,Vijayanagar,0.3,120636,482544,5,25,1,1,1,Any,60318
BLR-XPND-1973,Carpet Area,09-Apr,Hoskote,East,Cold,Apartment,2,Mantri,1152,2,0,Semi-Furnished,North,5-10 years,9.5,0,1,0,1,1,0,0,Borewell + Tanker,None,20.0,29268,73170,5,54,1,1,1,Any,14634
BLR-XPND-1974,Built-up Area,03-Apr,Sarjapur Road,East,Normal,Builder Floor,4,Prestige,2436,4,1,Semi-Furnished,South,1-5 years,10.6,0,1,0,1,0,0,1,Tanker,Silk Board,4.0,168860,422150,5,53,2,1,1,Veg Only,84430
BLR-XPND-1975,Built-up Area,Ready To Move,Jayanagar,South,Normal,Apartment,2,Brigade,1052,3,0,Semi-Furnished,East,1-5 years,13.5,0,0,1,1,0,0,0,Cauvery,Jayanagar,0.4,90666,362664,2,63,1,1,1,Veg Only,45333
BLR-XPND-1976,Carpet Area,Ready To Move,Rajajinagar,West,Normal,Apartment,1,Mantri,732,1,2,Fully Furnished,South,0-1 years,13.3,0,1,0,1,1,1,1,Tanker,Rajajinagar,0.4,74754,261639,4,62,2,0,1,Any,37377
BLR-XPND-1977,Built-up Area,Ready To Move,Electronic City,South,Normal,Builder Floor,2,Prestige,1496,2,1,Fully Furnished,South-East,10+ years,9.2,0,0,0,1,1,1,1,Cauvery,Electronic City,0.5,86598,303093,3,49,2,0,1,Veg Only,43299
BLR-XPND-1978,Built-up Area,03-Apr,Sarjapur Road,East,Normal,Apartment,2,Unknown,1212,3,3,Unfurnished,South-East,1-5 years,2.8,0,1,1,1,0,0,0,Borewell,Silk Board,4.0,75856,189640,1,38,1,1,1,Any,37928
BLR-XPND-1979,Built-up Area,Ready To Move,Sarjapur Road,East,Normal,Apartment,2,Standalone,1346,3,0,Semi-Furnished,West,1-5 years,12.5,1,1,1,1,0,1,1,Tanker,Silk Board,4.0,89752,448760,2,80,1,1,1,Any,44876
BLR-XPND-1980,Carpet Area,23-Feb,Rajajinagar,West,Normal,Apartment,3,Unknown,1596,3,1,Semi-Furnished,North-East,10+ years,10.6,1,0,0,1,0,0,0,Cauvery,Rajajinagar,0.4,111242,444968,2,51,2,1,1,Any,55621
BLR-XPND-1981,Built-up Area,Ready To Move,Hoskote,East,Cold,Independent House,2,Mantri,1276,2,2,Semi-Furnished,North-East,10+ years,3.4,0,1,0,1,0,0,0,Tanker,None,20.0,32474,81185,2,26,1,0,1,Any,16237
BLR-XPND-1982,Super built-up Area,05-May,MG Road,Central,Hot,Apartment,1,Prestige,714,1,2,Fully Furnished,East,10+ years,1.9,1,1,0,1,1,1,1,Tanker,MG Road,0.2,101798,356293,6,14,2,0,1,Veg Only,50899
BLR-XPND-1983,Carpet Area,23-Feb,Koramangala,South,Hot,Apartment,2,Mantri,1456,2,3,Unfurnished,North,10+ years,13.0,1,1,1,1,0,0,0,Borewell,BTM Layout,2.5,125604,565218,6,61,1,1,1,Veg Only,62802
BLR-XPND-1984,Carpet Area,02-Apr,Sarjapur Road,East,Normal,Apartment,1,Mantri,603,2,3,Semi-Furnished,East,10+ years,4.8,0,0,0,1,0,1,0,Borewell,Silk Board,4.0,38690,174105,5,37,1,0,1,Any,19345
BLR-XPND-1985,Carpet Area,Ready To Move,Koramangala,South,Hot,Independent House,1,Brigade,670,1,1,Fully Furnished,South-East,0-1 years,9.3,0,1,0,1,1,0,1,Cauvery,BTM Layout,2.5,85800,257400,10,51,2,1,0,Any,42900
BLR-XPND-1986,Carpet Area,Ready To Move,Whitefield,East,Hot,Builder Floor,2,Standalone,1398,2,0,Semi-Furnished,East,10+ years,5.2,0,0,0,1,0,1,1,Borewell,Kadugodi,1.0,109548,383418,8,50,3,0,1,Any,54774
BLR-XPND-1987,Super built-up Area,Ready To Move,Vijayanagar,West,Normal,Independent House,1,Prestige,721,2,2,Fully Furnished,North,1-5 years,8.0,0,0,0,1,1,1,1,Borewell,Vijayanagar,0.3,56650,141625,3,46,1,1,0,Any,28325
BLR-XPND-1988,Carpet Area,Ready To Move,Devanahalli,North,Cold,Independent House,3,Mantri,2205,3,3,Fully Furnished,North,5-10 years,3.4,0,1,0,1,1,1,1,Borewell + Tanker,None,25.0,84446,422230,2,26,3,0,1,Any,42223
BLR-XPND-1989,Carpet Area,Ready To Move,Ulsoor,Central,Hot,Independent House,2,Prestige,1282,3,3,Semi-Furnished,West,0-1 years,7.2,0,0,0,1,0,0,0,Tanker,Ulsoor,0.4,141904,425712,5,40,2,0,0,Any,70952
BLR-XPND-1990,Super built-up Area,Ready To Move,Yelahanka,North,Cold,Builder Floor,2,Mantri,1218,2,0,Semi-Furnished,North,10+ years,5.0,0,1,0,0,0,1,1,Tanker,Nagasandra,10.0,55884,167652,5,34,3,0,1,Any,27942
BLR-XPND-1991,Built-up Area,28-Feb,MG Road,Central,Hot,Apartment,2,Mantri,1484,3,0,Semi-Furnished,North-East,0-1 years,9.6,1,0,0,1,0,1,1,Borewell + Tanker,MG Road,0.2,219162,986229,8,50,1,1,1,Any,109581
BLR-XPND-1992,Super built-up Area,Ready To Move,Kanakapura Road,South,Normal,Apartment,2,Unknown,1264,3,3,Semi-Furnished,North-East,0-1 years,8.0,0,1,0,1,0,0,0,Borewell,Silk Institute,1.0,78646,353907,4,42,1,1,1,Any,39323
BLR-XPND-1993,Carpet Area,Ready To Move,Devanahalli,North,Cold,Builder Floor,2,Prestige,1522,2,3,Semi-Furnished,East,10+ years,2.7,0,1,0,1,1,1,0,Tanker,None,25.0,52414,262070,1,24,2,0,0,Any,26207
BLR-XPND-1994,Built-up Area,Ready To Move,Anekal,South,Cold,Apartment,3,Unknown,1635,3,0,Semi-Furnished,North-East,10+ years,6.1,0,1,0,1,1,0,1,Cauvery,None,15.0,37310,93275,4,38,1,1,1,Any,18655
BLR-XPND-1995,Carpet Area,Ready To Move,MG Road,Central,Hot,Independent House,2,Sobha,1150,2,1,Semi-Furnished,East,10+ years,1.1,0,1,0,1,0,0,0,Borewell + Tanker,MG Road,0.2,137950,620775,6,16,2,1,1,Veg Only,68975
BLR-XPND-1996,Carpet Area,Ready To Move,Jayanagar,South,Normal,Independent House,2,Standalone,1456,3,3,Semi-Furnished,South-East,1-5 years,10.3,0,1,0,1,0,0,0,Tanker,Jayanagar,0.4,123626,556317,4,46,2,0,1,Any,61813
BLR-XPND-1997,Super built-up Area,Ready To Move,Malleshwaram,West,Normal,Apartment,2,Brigade,1286,3,2,Semi-Furnished,North,5-10 years,12.8,1,0,0,1,0,0,0,Borewell,Mantri Square,0.5,90856,363424,3,59,2,1,1,Veg Only,45428
BLR-XPND-1998,Super built-up Area,Ready To Move,Anekal,South,Cold,Apartment,3,Sobha,2319,3,0,Fully Furnished,North-East,10+ years,4.7,0,1,0,1,1,1,1,Cauvery + Borewell,None,15.0,60742,212597,5,29,2,1,1,Any,30371
BLR-XPND-1999,Carpet Area,Ready To Move,Thanisandra,North,Normal,Apartment,3,Standalone,2154,3,0,Unfurnished,East,10+ years,8.9,1,1,0,1,0,0,0,Borewell,Nagawara,3.0,107192,321576,3,47,2,1,1,Any,53596
BLR-XPND-2000,Built-up Area,05-Mar,Banaswadi,East,Normal,Independent House,1,Prestige,724,2,3,Unfurnished,North,5-10 years,9.8,0,1,0,1,0,0,0,Borewell + Tanker,Baiyappanahalli,3.0,35750,178750,3,56,1,0,0,Veg Only,17875
BLR-XPND-2001,Built-up Area,10-Feb,Vijayanagar,West,Normal,Builder Floor,2,Standalone,1260,2,3,Fully Furnished,East,5-10 years,11.3,0,0,0,1,1,1,1,Cauvery,Vijayanagar,0.3,95594,382376,3,59,2,1,1,Any,47797
BLR-XPND-2002,Carpet Area,Ready To Move,Hoskote,East,Cold,Apartment,1,Prestige,532,1,2,Unfurnished,North-East,0-1 years,3.8,0,1,0,1,0,0,0,Tanker,None,20.0,15576,62304,1,34,2,0,1,Any,7788
BLR-XPND-2003,Super built-up Area,15-Mar,Ulsoor,Central,Hot,Apartment,2,Unknown,1574,3,3,Fully Furnished,North-East,1-5 years,14.4,1,1,1,1,1,1,1,Borewell,Ulsoor,0.4,188512,942560,7,72,2,1,1,Any,94256
BLR-XPND-2004,Super built-up Area,Ready To Move,Anekal,South,Cold,Apartment,2,Sobha,1190,3,1,Unfurnished,South-East,10+ years,13.8,0,0,0,0,0,0,0,Tanker,None,15.0,24540,61350,4,64,1,1,1,Any,12270
BLR-XPND-2005,Super built-up Area,Ready To Move,MG Road,Central,Hot,Builder Floor,3,Brigade,1836,4,0,Semi-Furnished,West,1-5 years,7.1,0,0,0,1,0,0,0,Tanker,MG Road,0.2,238898,955592,10,34,2,0,1,Any,119449
BLR-XPND-2006,Carpet Area,Ready To Move,Sarjapur Road,East,Normal,Apartment,1,Brigade,584,2,2,Semi-Furnished,East,10+ years,7.6,0,1,0,1,1,1,0,Tanker,Silk Board,4.0,34960,157320,2,44,2,0,1,Any,17480
BLR-XPND-2007,Built-up Area,Ready To Move,Anekal,South,Cold,Apartment,2,Unknown,1342,2,1,Semi-Furnished,East,0-1 years,5.5,0,1,1,1,0,1,0,Borewell,None,15.0,36418,182090,3,30,2,1,1,Any,18209
BLR-XPND-2008,Built-up Area,Ready To Move,Yelahanka,North,Cold,Apartment,2,Unknown,1184,2,1,Semi-Furnished,South,0-1 years,5.7,0,1,0,1,0,0,0,Borewell,Nagasandra,10.0,63742,286839,2,28,2,1,1,Any,31871
BLR-XPND-2009,Built-up Area,08-Feb,Rajajinagar,West,Normal,Apartment,2,Sobha,1324,3,1,Semi-Furnished,East,1-5 years,1.2,1,1,0,1,0,0,0,Tanker,Rajajinagar,0.4,107296,268240,5,10,2,1,1,Any,53648
BLR-XPND-2010,Built-up Area,Ready To Move,Devanahalli,North,Cold,Apartment,1,Prestige,547,1,2,Semi-Furnished,South-East,0-1 years,9.6,0,1,0,1,0,0,0,Borewell + Tanker,None,25.0,21228,74298,4,48,2,0,1,Any,10614
BLR-XPND-2011,Carpet Area,02-May,Thanisandra,North,Normal,Apartment,2,Brigade,1002,3,3,Fully Furnished,South-East,0-1 years,3.2,1,0,1,1,1,1,0,Borewell,Nagawara,3.0,81080,405400,1,25,2,1,1,Any,40540
BLR-XPND-2012,Super built-up Area,Ready To Move,Ulsoor,Central,Hot,Independent House,1,Mantri,667,1,1,Unfurnished,South,0-1 years,2.0,0,1,0,1,0,0,0,Tanker,Ulsoor,0.4,64456,161140,4,14,2,1,1,Any,32228
BLR-XPND-2013,Super built-up Area,Ready To Move,Thanisandra,North,Normal,Builder Floor,3,Prestige,1815,3,1,Semi-Furnished,North,5-10 years,6.0,0,1,0,1,1,0,0,Borewell,Nagawara,3.0,102210,255525,3,39,1,0,1,Veg Only,51105
BLR-XPND-2014,Carpet Area,Ready To Move,Jayanagar,South,Normal,Independent House,2,Mantri,1314,3,0,Semi-Furnished,North-East,10+ years,12.6,0,0,0,1,0,0,0,Tanker,Jayanagar,0.4,98310,294930,3,61,3,1,0,Any,49155
BLR-XPND-2015,Carpet Area,01-Mar,Sarjapur Road,East,Normal,Apartment,3,Standalone,1956,3,3,Semi-Furnished,West,1-5 years,9.6,1,0,0,1,0,0,0,Tanker,Silk Board,4.0,134682,606069,4,55,2,1,1,Any,67341
BLR-XPND-2016,Super built-up Area,Ready To Move,Hebbal,North,Normal,Independent House,1,Unknown,741,1,2,Semi-Furnished,South,10+ years,7.6,0,0,0,1,0,1,0,Borewell,Hebbal,0.3,54108,243486,3,41,1,1,1,Veg Only,27054
BLR-XPND-2017,Carpet Area,Ready To Move,Thanisandra,North,Normal,Apartment,2,Unknown,1106,3,2,Semi-Furnished,East,1-5 years,5.4,1,0,0,1,0,0,0,Tanker,Nagawara,3.0,64418,322090,2,34,2,1,1,Any,32209
BLR-XPND-2018,Built-up Area,Ready To Move,Marathahalli,East,Normal,Apartment,3,Mantri,1734,4,3,Semi-Furnished,East,10+ years,14.0,1,0,0,1,0,0,0,Borewell + Tanker,Kundalahalli,1.5,103742,518710,5,76,2,1,1,Any,51871
BLR-XPND-2019,Carpet Area,Ready To Move,Vijayanagar,West,Normal,Apartment,2,Sobha,1438,3,0,Semi-Furnished,South,5-10 years,1.9,1,1,0,1,0,1,0,Cauvery,Vijayanagar,0.3,85050,382725,4,15,1,1,1,Veg Only,42525
BLR-XPND-2020,Built-up Area,08-Apr,Ulsoor,Central,Hot,Apartment,2,Standalone,1028,3,3,Unfurnished,South-East,1-5 years,9.4,1,0,0,1,0,0,0,Tanker,Ulsoor,0.4,90968,272904,8,49,1,1,1,Any,45484
BLR-XPND-2021,Super built-up Area,29-Mar,Electronic City,South,Normal,Independent House,2,Mantri,1120,3,0,Semi-Furnished,East,10+ years,12.7,0,1,0,1,0,0,0,Borewell,Electronic City,0.5,55920,251640,4,59,2,1,0,Any,27960
BLR-XPND-2022,Super built-up Area,Ready To Move,MG Road,Central,Hot,Apartment,3,Sobha,2397,3,2,Semi-Furnished,North-East,0-1 years,9.5,1,1,1,1,0,0,0,Tanker,MG Road,0.2,344970,1552365,4,50,1,1,1,Any,172485
BLR-XPND-2023,Built-up Area,Ready To Move,Marathahalli,East,Normal,Apartment,2,Mantri,1112,3,3,Semi-Furnished,North,0-1 years,3.8,1,1,0,1,0,0,0,Borewell,Kundalahalli,1.5,79858,399290,2,33,2,1,1,Any,39929
BLR-XPND-2024,Carpet Area,Ready To Move,Banaswadi,East,Normal,Builder Floor,3,Standalone,1920,3,0,Semi-Furnished,South-East,5-10 years,1.0,0,1,0,1,0,0,0,Borewell + Tanker,Baiyappanahalli,3.0,100430,351505,2,22,3,0,0,Any,50215
BLR-XPND-2025,Carpet Area,01-May,Ulsoor,Central,Hot,Builder Floor,2,Prestige,1084,2,0,Unfurnished,North,1-5 years,6.5,0,1,0,1,0,0,0,Tanker,Ulsoor,0.4,91312,410904,10,32,2,0,1,Any,45656
BLR-XPND-2026,Super built-up Area,Ready To Move,Malleshwaram,West,Normal,Builder Floor,2,Sobha,1124,2,1,Fully Furnished,East,5-10 years,10.6,0,0,0,1,1,1,1,Cauvery + Borewell,Mantri Square,0.5,97622,439299,1,56,3,0,1,Any,48811
BLR-XPND-2027,Super built-up Area,Ready To Move,Vijayanagar,West,Normal,Independent House,2,Unknown,1080,2,3,Unfurnished,West,0-1 years,9.0,0,1,0,1,0,0,0,Borewell,Vijayanagar,0.3,72314,180785,1,45,1,0,0,Any,36157
BLR-XPND-2028,Carpet Area,Ready To Move,Vijayanagar,West,Normal,Apartment,3,Prestige,1635,4,0,Fully Furnished,East,5-10 years,5.8,1,1,0,1,1,1,1,Cauvery + Borewell,Vijayanagar,0.3,123314,369942,5,34,2,1,1,Any,61657
BLR-XPND-2029,Super built-up Area,Ready To Move,Malleshwaram,West,Normal,Builder Floor,2,Mantri,1080,3,3,Semi-Furnished,West,0-1 years,4.6,0,0,0,1,1,0,0,Cauvery,Mantri Square,0.5,89736,314076,3,23,1,0,0,Any,44868
BLR-XPND-2030,Built-up Area,Ready To Move,Hoskote,East,Cold,Builder Floor,3,Unknown,1782,3,3,Semi-Furnished,East,1-5 years,7.6,0,0,0,1,0,0,0,Tanker,None,20.0,52250,235125,3,42,3,1,1,Veg Only,26125
BLR-XPND-2031,Super built-up Area,Ready To Move,Rajajinagar,West,Normal,Builder Floor,4,Sobha,2732,4,2,Semi-Furnished,North,0-1 years,5.5,0,1,0,1,0,0,0,Cauvery + Borewell,Rajajinagar,0.4,237220,830270,4,37,2,0,0,Any,118610
BLR-XPND-2032,Carpet Area,Ready To Move,Kanakapura Road,South,Normal,Independent House,2,Standalone,1088,2,3,Semi-Furnished,East,0-1 years,13.0,0,1,0,1,1,0,0,Cauvery,Silk Institute,1.0,65522,262088,3,67,2,0,1,Any,32761
BLR-XPND-2033,Super built-up Area,20-Feb,Thanisandra,North,Normal,Builder Floor,3,Sobha,1899,4,3,Unfurnished,South-East,10+ years,10.2,0,1,0,1,0,0,0,Borewell + Tanker,Nagawara,3.0,90274,361096,1,46,2,0,1,Veg Only,45137
BLR-XPND-2034,Super built-up Area,Ready To Move,Rajajinagar,West,Normal,Apartment,3,Prestige,1686,3,1,Unfurnished,South,1-5 years,3.3,1,1,0,1,0,0,0,Borewell,Rajajinagar,0.4,113138,395983,5,27,2,1,1,Veg Only,56569
BLR-XPND-2035,Built-up Area,10-Mar,Vijayanagar,West,Normal,Apartment,2,Brigade,1118,3,0,Unfurnished,East,1-5 years,11.6,1,1,0,1,0,0,0,Borewell,Vijayanagar,0.3,71784,179460,2,59,1,1,1,Any,35892
BLR-XPND-2036,Carpet Area,Ready To Move,Whitefield,East,Hot,Apartment,2,Prestige,1368,2,0,Semi-Furnished,South,0-1 years,4.9,1,1,1,1,0,1,0,Tanker,Kadugodi,1.0,131098,393294,5,48,2,1,1,Any,65549
BLR-XPND-2037,Carpet Area,Ready To Move,Anekal,South,Cold,Builder Floor,2,Prestige,1480,2,3,Unfurnished,North,1-5 years,6.1,0,1,0,1,0,0,0,Borewell,None,15.0,31672,142524,1,34,2,0,1,Any,15836
BLR-XPND-2038,Super built-up Area,Ready To Move,Banaswadi,East,Normal,Builder Floor,1,Unknown,613,1,3,Semi-Furnished,South-East,10+ years,11.9,0,1,0,1,0,1,0,Tanker,Baiyappanahalli,3.0,32098,112343,4,75,3,1,1,Veg Only,16049
BLR-XPND-2039,Built-up Area,Ready To Move,Indiranagar,Central,Hot,Apartment,3,Prestige,2160,3,0,Unfurnished,North-East,10+ years,7.2,1,1,1,1,0,0,0,Tanker,Indiranagar,0.5,199378,697823,7,36,2,1,1,Any,99689
BLR-XPND-2040,Carpet Area,01-Apr,HSR Layout,South,Hot,Independent House,2,Unknown,1146,2,0,Unfurnished,North-East,0-1 years,0.8,0,1,0,1,0,0,0,Borewell,Bommanahalli,1.2,105724,317172,9,12,1,1,1,Any,52862
BLR-XPND-2041,Built-up Area,02-Mar,Yelahanka,North,Cold,Apartment,2,Sobha,1308,2,3,Fully Furnished,North,5-10 years,7.1,0,1,0,1,1,1,1,Tanker,Nagasandra,10.0,65366,228781,1,35,2,1,1,Any,32683
BLR-XPND-2042,Built-up Area,Ready To Move,Yelahanka,North,Cold,Builder Floor,2,Brigade,1334,2,2,Semi-Furnished,North,10+ years,1.4,0,1,0,1,1,0,0,Tanker,Nagasandra,10.0,57744,259848,4,13,1,0,1,Any,28872
BLR-XPND-2043,Built-up Area,Ready To Move,JP Nagar,South,Normal,Apartment,4,Unknown,2168,4,1,Semi-Furnished,South,10+ years,9.2,1,1,0,1,0,0,0,Tanker,JP Nagar,0.8,140254,561016,2,43,1,1,1,Any,70127
BLR-XPND-2044,Super built-up Area,27-Mar,JP Nagar,South,Normal,Independent House,4,Sobha,2732,4,1,Semi-Furnished,North,10+ years,12.7,0,1,0,1,0,0,0,Borewell,JP Nagar,0.8,185364,648774,1,64,1,0,0,Any,92682
BLR-XPND-2045,Super built-up Area,Ready To Move,MG Road,Central,Hot,Apartment,1,Brigade,548,1,0,Semi-Furnished,East,1-5 years,8.9,1,1,0,1,0,0,0,Borewell,MG Road,0.2,70016,210048,9,45,2,0,1,Any,35008
BLR-XPND-2046,Carpet Area,Ready To Move,Yelahanka,North,Cold,Apartment,3,Mantri,1929,3,0,Fully Furnished,East,0-1 years,2.5,0,1,0,1,1,1,1,Borewell + Tanker,Nagasandra,10.0,125932,629660,2,18,1,1,1,Any,62966
BLR-XPND-2047,Built-up Area,Ready To Move,Kanakapura Road,South,Normal,Apartment,4,Brigade,3092,4,2,Semi-Furnished,South,10+ years,10.2,1,1,0,1,1,0,0,Cauvery,Silk Institute,1.0,170914,854570,1,52,2,1,1,Veg Only,85457
BLR-XPND-2048,Carpet Area,Ready To Move,Koramangala,South,Hot,Apartment,2,Standalone,1482,2,3,Semi-Furnished,North-East,0-1 years,2.4,1,1,1,1,0,0,0,Cauvery,BTM Layout,2.5,162528,812640,5,15,1,1,1,Any,81264
BLR-XPND-2049,Built-up Area,Ready To Move,Kanakapura Road,South,Normal,Apartment,1,Sobha,744,1,1,Unfurnished,West,0-1 years,6.0,1,1,0,1,0,0,0,Cauvery,Silk Institute,1.0,43484,152194,2,39,2,0,1,Veg Only,21742
BLR-XPND-2050,Built-up Area,Ready To Move,Bannerghatta Road,South,Normal,Apartment,1,Unknown,646,1,2,Fully Furnished,South,10+ years,10.7,0,0,0,1,1,1,1,Borewell,Gottigere,1.5,42108,168432,2,48,1,0,1,Any,21054
